,DS_PS_in(%),VS_PS_in(%),DS_WS_in(%),VS_WS_in(%),DS_Digester(%),DS_eff(%),VS_eff(%),ALK(mg CaCO3/L),FA(mg/L),pH,T(°C),Q_PS/Q_WS,Q_PS_in(m³/d),Q_WS_in(m³/d),Q_Total(m³/d),Q_eff(m³/d),Q_Biogas(Nm³/d)
2014-01-01,2.715000000000001,72.48166666666664,9.015,77.47000000000003,4.0489999999999995,3.1224999999999996,53.589999999999996,21345.399999999994,1305.6,7.200000000000003,41.829999999999984,1.4307844429795649,1116.0,744.0,1860.0,1356.0,71856.0
2014-01-02,2.8533333333333344,72.62555555555554,8.82,77.46466666666669,4.022666666666666,3.1599999999999997,53.93333333333333,21164.53333333333,1302.4,7.2006666666666685,41.69999999999999,1.4069435288947483,1112.0,760.0,1872.0,1368.0,70680.0
2014-01-03,2.9916666666666676,72.76944444444442,8.625,77.45933333333336,3.9963333333333333,3.1975,54.276666666666664,20983.66666666666,1299.2,7.201333333333335,41.56999999999999,1.383102614809932,1108.0,776.0,1884.0,1380.0,69504.0
2014-01-04,3.130000000000001,72.91333333333331,8.43,77.45400000000002,3.9699999999999998,3.235,54.62,20802.799999999996,1296.0,7.202000000000002,41.43999999999999,1.3592617007251153,1104.0,792.0,1896.0,1392.0,68328.0
2014-01-05,3.268333333333334,73.05722222222221,8.235,77.44866666666668,3.943666666666666,3.2725,54.96333333333333,20621.93333333333,1292.8,7.202666666666668,41.30999999999999,1.3354207866402987,1100.0,808.0,1908.0,1404.0,67152.0
2014-01-06,3.406666666666667,73.20111111111109,8.04,77.44333333333336,3.917333333333333,3.31,55.306666666666665,20441.066666666662,1289.6,7.203333333333335,41.17999999999999,1.3115798725554824,1096.0,824.0,1920.0,1416.0,65976.0
2014-01-07,3.5450000000000004,73.34499999999998,7.845,77.43800000000002,3.891,3.3475,55.65,20260.199999999997,1286.4,7.204000000000001,41.05,1.2877389584706658,1092.0,840.0,1932.0,1428.0,64800.0
2014-01-08,3.6833333333333336,73.48888888888888,7.6499999999999995,77.43266666666668,3.8646666666666665,3.385,55.99333333333333,20079.333333333332,1283.2,7.204666666666667,40.919999999999995,1.2638980443858492,1088.0,856.0,1944.0,1440.0,63624.0
2014-01-09,3.8216666666666668,73.63277777777776,7.455,77.42733333333335,3.838333333333333,3.4225,56.336666666666666,19898.466666666664,1280.0,7.205333333333334,40.78999999999999,1.2400571303010328,1084.0,872.0,1956.0,1452.0,62448.0
2014-01-10,3.96,73.77666666666666,7.26,77.42200000000001,3.812,3.46,56.68,19717.6,1276.8,7.206,40.66,1.2162162162162162,1080.0,888.0,1968.0,1464.0,61272.0
2014-01-11,4.098333333333333,73.92055555555555,7.0649999999999995,77.41666666666667,3.7856666666666667,3.4975,57.02333333333333,19536.733333333334,1273.6,7.206666666666667,40.53,1.1923753021313996,1076.0,904.0,1980.0,1476.0,60096.0
2014-01-12,4.236666666666666,74.06444444444443,6.87,77.41133333333335,3.759333333333333,3.535,57.36666666666667,19355.866666666665,1270.3999999999999,7.207333333333334,40.4,1.1685343880465833,1072.0,920.0,1992.0,1488.0,58920.0
2014-01-13,4.375,74.20833333333333,6.675,77.406,3.7329999999999997,3.5725,57.71,19175.0,1267.1999999999998,7.208,40.269999999999996,1.1446934739617667,1068.0,936.0,2004.0,1500.0,57744.0
2014-01-14,4.513333333333333,74.35222222222222,6.4799999999999995,77.40066666666667,3.7066666666666666,3.61,58.053333333333335,18994.133333333335,1264.0,7.208666666666666,40.14,1.12085255987695,1064.0,952.0,2016.0,1512.0,56568.0
2014-01-15,4.6516666666666655,74.4961111111111,6.285,77.39533333333334,3.6803333333333335,3.6475,58.39666666666667,18813.266666666666,1260.8,7.2093333333333325,40.010000000000005,1.0970116457921337,1060.0,968.0,2028.0,1524.0,55392.0
2014-01-16,4.789999999999999,74.64,6.09,77.39,3.654,3.685,58.74,18632.4,1257.6,7.209999999999999,39.88,1.0731707317073171,1056.0,984.0,2040.0,1536.0,54216.0
2014-01-17,4.859999999999999,72.51333333333334,5.49,77.12,3.706,3.655,59.45,18425.2,1276.8,7.205999999999999,39.940000000000005,1.1,1056.0,960.0,2016.0,1536.0,51912.0
2014-01-18,4.285,70.38666666666667,6.035,76.85,3.706,3.775,59.44,18218.0,1296.0,7.221999999999999,40.24,1.1,1056.0,960.0,2016.0,1464.0,53928.0
2014-01-19,4.99,68.26,6.305,76.58,3.654,3.595,60.09,17308.0,1104.0,7.194,40.24,1.1842105263157894,1080.0,912.0,1992.0,1416.0,53688.0
2014-01-20,3.96,63.245000000000005,6.045,77.185,3.608,3.735,60.82,16398.0,912.0,7.194,40.2,0.9318181818181818,984.0,1056.0,2040.0,1536.0,51648.0
2014-01-21,4.1475,62.5375,5.825,77.385,3.6049999999999995,3.635,60.995000000000005,17030.8,988.8,7.221,40.230000000000004,0.9659090909090908,1032.0,1068.0,2100.0,1572.0,48048.0
2014-01-22,4.335,61.83,5.605,77.58500000000001,3.6019999999999994,3.535,61.17,17663.6,1065.6,7.248,40.260000000000005,1.0,1080.0,1080.0,2160.0,1608.0,44448.0
2014-01-23,5.49,65.43,5.5,77.38,3.588,3.53,60.69,18296.4,1142.4,7.232000000000001,40.260000000000005,0.9361702127659576,1056.0,1128.0,2184.0,1656.0,46968.0
2014-01-24,4.995,69.08333333333334,5.58,77.42666666666666,3.569,3.5275,60.629999999999995,18929.2,1219.2,7.23,40.2,1.0930851063829787,1068.0,996.0,2064.0,1536.0,52344.0
2014-01-25,4.5,72.73666666666666,5.66,77.47333333333333,3.55,3.525,60.57,19562.0,1296.0,7.228,40.14,1.25,1080.0,864.0,1944.0,1416.0,57720.0
2014-01-26,4.555,76.39,5.845,77.52,3.52,3.5,62.2,18610.0,1236.0,7.223999999999999,40.14,1.1,1056.0,960.0,2016.0,1488.0,52848.0
2014-01-27,4.49,76.905,5.779999999999999,77.07499999999999,3.5140000000000007,3.52,62.27,17658.0,1176.0,7.212000000000001,40.2,1.1794871794871795,1104.0,936.0,2040.0,1488.0,43848.0
2014-01-28,4.545,77.42,5.9,76.63,3.5,3.47,62.32,17487.6,1209.6,7.212000000000001,40.2,1.1282051282051282,1056.0,936.0,1992.0,1416.0,45672.0
2014-01-29,4.74,73.955,5.585,76.3,3.5,3.515,62.23,17317.2,1243.2,7.212000000000001,40.14,1.125,1080.0,960.0,2040.0,1440.0,60336.0
2014-01-30,5.035,70.49,5.645,75.97,3.5,3.47,63.04,17146.8,1276.8,7.214,40.14,1.0975609756097562,1080.0,984.0,2064.0,1512.0,55392.0
2014-01-31,5.001818181818182,70.96909090909091,5.709090909090909,76.04409090909091,3.494,3.464545454545455,63.08,17045.636363636364,1269.8181818181818,7.2156363636363645,40.13818181818182,1.1189948263118996,1077.8181818181818,966.5454545454545,2044.3636363636363,1492.3636363636363,55396.36363636364
2014-02-01,4.968636363636364,71.44818181818181,5.7731818181818175,76.11818181818181,3.488,3.4590909090909094,63.12,16944.472727272725,1262.8363636363636,7.217272727272728,40.13636363636364,1.1404286770140428,1075.6363636363637,949.0909090909091,2024.7272727272727,1472.7272727272727,55400.72727272727
2014-02-02,4.9354545454545455,71.92727272727272,5.837272727272727,76.19227272727272,3.482,3.4536363636363636,63.16,16843.30909090909,1255.8545454545454,7.218909090909092,40.13454545454545,1.1618625277161863,1073.4545454545455,931.6363636363636,2005.090909090909,1453.090909090909,55405.09090909091
2014-02-03,4.902272727272727,72.40636363636364,5.901363636363636,76.26636363636364,3.476,3.4481818181818182,63.199999999999996,16742.145454545454,1248.8727272727272,7.220545454545455,40.13272727272727,1.1832963784183297,1071.2727272727273,914.1818181818182,1985.4545454545455,1433.4545454545455,55409.454545454544
2014-02-04,4.869090909090909,72.88545454545455,5.965454545454545,76.34045454545455,3.47,3.442727272727273,63.239999999999995,16640.98181818182,1241.890909090909,7.222181818181819,40.13090909090909,1.2047302291204731,1069.090909090909,896.7272727272727,1965.8181818181818,1413.8181818181818,55413.818181818184
2014-02-05,4.835909090909091,73.36454545454545,6.029545454545454,76.41454545454545,3.464,3.4372727272727275,63.28,16539.81818181818,1234.909090909091,7.223818181818182,40.12909090909091,1.2261640798226163,1066.909090909091,879.2727272727273,1946.1818181818182,1394.1818181818182,55418.181818181816
2014-02-06,4.802727272727273,73.84363636363636,6.093636363636364,76.48863636363636,3.458,3.431818181818182,63.32,16438.654545454545,1227.9272727272728,7.2254545454545465,40.12727272727273,1.2475979305247598,1064.7272727272727,861.8181818181819,1926.5454545454545,1374.5454545454545,55422.545454545456
2014-02-07,4.7695454545454545,74.32272727272728,6.157727272727272,76.56272727272727,3.452,3.4263636363636367,63.36,16337.49090909091,1220.9454545454546,7.22709090909091,40.12545454545455,1.2690317812269032,1062.5454545454545,844.3636363636364,1906.909090909091,1354.909090909091,55426.90909090909
2014-02-08,4.736363636363636,74.80181818181819,6.221818181818182,76.63681818181819,3.446,3.420909090909091,63.4,16236.327272727272,1213.9636363636364,7.228727272727274,40.123636363636365,1.2904656319290466,1060.3636363636363,826.909090909091,1887.2727272727273,1335.2727272727273,55431.27272727273
2014-02-09,4.703181818181818,75.28090909090909,6.28590909090909,76.71090909090908,3.44,3.4154545454545455,63.44,16135.163636363635,1206.9818181818182,7.230363636363637,40.121818181818185,1.3118994826311898,1058.1818181818182,809.4545454545455,1867.6363636363635,1315.6363636363635,55435.63636363636
2014-02-10,4.67,75.76,6.35,76.785,3.434,3.41,63.48,16034.0,1200.0,7.232000000000001,40.120000000000005,1.3333333333333333,1056.0,792.0,1848.0,1296.0,55440.0
2014-02-11,4.685,75.78999999999999,6.17,76.02,3.498,3.4,63.74,16090.0,1185.6,7.236,40.12,1.3636363636363635,1080.0,792.0,1872.0,1272.0,52632.0
2014-02-12,5.1075,72.7475,5.9075,76.685,3.471,3.4124999999999996,63.675,16146.0,1171.1999999999998,7.234999999999999,39.95,1.2512626262626263,1032.0,828.0,1860.0,1500.0,51348.0
2014-02-13,5.53,69.705,5.645,77.35,3.444,3.425,63.61,16202.0,1156.8,7.234,39.78,1.1388888888888888,984.0,864.0,1848.0,1728.0,50064.0
2014-02-14,5.404999999999999,63.59,6.109999999999999,77.65666666666667,3.4122,3.425,63.36,16258.0,1142.4,7.236,40.06,0.84,1008.0,1200.0,2208.0,1848.0,36912.0
2014-02-15,4.98,69.42,5.635,77.96333333333332,3.432,3.44,63.18,16314.0,1128.0,7.221999999999999,39.940000000000005,1.0465116279069768,1080.0,1032.0,2112.0,1512.0,41136.0
2014-02-16,4.705,75.25,5.66,78.27,3.44,3.375,63.54,16338.0,996.0,7.228,40.0,0.9555555555555556,1032.0,1080.0,2112.0,1584.0,44568.0
2014-02-17,5.065,74.96000000000001,4.655,78.43,3.406,3.4,62.64,16362.0,864.0,7.232000000000001,39.99999999999999,0.9574468085106383,1080.0,1128.0,2208.0,1584.0,57480.0
2014-02-18,4.932500000000001,74.875,5.0975,78.64,3.486,3.4325,63.015,16611.2,873.6,7.250000000000001,40.239999999999995,0.9787234042553192,1068.0,1092.0,2160.0,1572.0,57828.0
2014-02-19,4.800000000000001,74.78999999999999,5.54,78.85,3.5660000000000003,3.465,63.39,16860.4,883.2,7.268000000000001,40.48,1.0,1056.0,1056.0,2112.0,1560.0,58176.0
2014-02-20,4.675,74.91,5.46,79.11,3.56,3.345,63.72,17109.6,892.8,7.268000000000001,40.260000000000005,0.9782608695652174,1080.0,1104.0,2184.0,1560.0,53712.0
2014-02-21,6.845000000000001,72.03333333333333,5.62,78.83666666666667,3.5460000000000003,3.38,63.3,17358.8,902.4,7.254,40.3,0.9166666666666666,1056.0,1152.0,2208.0,1680.0,50640.0
2014-02-22,6.835,69.15666666666667,5.845,78.56333333333333,3.496,3.405,63.4,17608.0,912.0,7.252,40.08,0.8979591836734694,1056.0,1176.0,2232.0,1632.0,46320.0
2014-02-23,5.67,66.28,5.695,78.29,3.496,3.395,63.23,16457.0,1104.0,7.239999999999999,40.38,0.8979591836734694,1056.0,1176.0,2232.0,1656.0,45288.0
2014-02-24,5.25,69.475,5.54,77.99000000000001,3.566,3.455,62.74,15306.0,1296.0,7.245999999999999,40.24,1.0,1056.0,1056.0,2112.0,1536.0,47280.0
2014-02-25,4.87,72.67,5.265000000000001,77.69,3.546,3.415,63.43,15335.6,1233.6,7.278,40.3,1.0227272727272727,1080.0,1056.0,2136.0,1584.0,39720.0
2014-02-26,4.72,70.82,5.29,77.895,3.4900000000000007,3.4450000000000003,61.79,15365.2,1171.2,7.284000000000001,40.28,1.0227272727272727,1080.0,1056.0,2136.0,1560.0,38808.0
2014-02-27,5.09,68.97,5.475,78.1,3.486,3.435,63.78,15394.8,1108.8,7.287999999999999,40.260000000000005,1.0465116279069768,1080.0,1032.0,2112.0,1560.0,37392.0
2014-02-28,4.865,69.21333333333334,5.2,77.97333333333333,3.4760000000000004,3.45,63.77,15424.4,1046.4,7.287999999999999,40.06,1.0,1080.0,1080.0,2160.0,1512.0,45984.0
2014-03-01,5.205,69.45666666666668,5.025,77.84666666666666,3.4730000000000003,3.42,63.57,15379.2,1015.2,7.270999999999999,39.97,0.9891304347826086,1080.0,1092.0,2172.0,1560.0,48336.0
2014-03-02,5.545,69.7,4.85,77.72,3.47,3.39,63.37,15334.0,984.0,7.254,39.88,0.9782608695652174,1080.0,1104.0,2184.0,1608.0,50688.0
2014-03-03,4.935,71.575,6.465,77.775,3.464,3.42,63.98,15214.0,984.0,7.261999999999999,40.1,0.9782608695652174,1080.0,1104.0,2184.0,1608.0,39144.0
2014-03-04,4.885,73.45,6.4,77.83,3.496,3.535,62.93,15442.4,969.6,7.279999999999999,40.1,1.0465116279069768,1080.0,1032.0,2112.0,1536.0,35520.0
2014-03-05,4.5600000000000005,70.80000000000001,6.08,77.735,3.526,3.44,63.82,15670.8,955.2,7.274000000000001,40.38,1.0714285714285714,1080.0,1008.0,2088.0,1488.0,42168.0
2014-03-06,5.35,68.15,5.225,77.64,3.5200000000000005,3.46,63.91,15899.2,940.8,7.274000000000001,40.38,1.0227272727272727,1080.0,1056.0,2136.0,1560.0,41112.0
2014-03-07,5.39,68.59333333333333,5.66,77.52666666666667,3.528,3.55,63.88,16127.6,926.4,7.274000000000001,40.36,0.9574468085106383,1080.0,1128.0,2208.0,1632.0,42912.0
2014-03-08,5.53,69.03666666666668,6.33,77.41333333333333,3.532,3.505,63.1,16356.0,912.0,7.264,39.74,0.9782608695652174,1080.0,1104.0,2184.0,1608.0,48216.0
2014-03-09,5.055,69.48,6.165,77.3,3.532,3.465,63.28,16102.0,1008.0,7.109999999999999,39.74,1.0227272727272727,1080.0,1056.0,2136.0,1536.0,38952.0
2014-03-10,5.16,70.575,6.23,77.53,3.528,3.56,63.66,15848.0,1104.0,7.108,40.0,0.92,1104.0,1200.0,2304.0,1704.0,43056.0
2014-03-11,5.125,71.67,5.93,77.76,3.54,3.53,63.34,16007.2,1137.6,7.109999999999999,40.0,0.9019607843137256,1104.0,1224.0,2328.0,1680.0,41112.0
2014-03-12,4.715,67.305,5.545,77.435,3.532,3.6,63.89,16166.4,1171.2,7.114,40.1,1.0454545454545454,1104.0,1056.0,2160.0,1632.0,48648.0
2014-03-13,6.02,62.94,5.57,77.11,3.54,3.55,63.33,16325.6,1204.8,7.116,40.1,1.1219512195121952,1104.0,984.0,2088.0,1560.0,51192.0
2014-03-14,6.23,65.72333333333333,6.109999999999999,77.01333333333334,3.54,3.565,63.86,16484.8,1238.4,7.118,40.1,1.1794871794871795,1104.0,936.0,2040.0,1608.0,50184.0
2014-03-15,5.245,68.50666666666667,6.195,76.91666666666666,3.612000000000001,3.67,63.26,16644.0,1272.0,7.009999999999999,38.333333333333336,1.3055555555555556,1128.0,864.0,1992.0,1536.0,50136.0
2014-03-16,4.99,71.29,5.97,76.82,3.62,3.6,63.16,15555.0,1248.0,7.001666666666666,38.66666666666666,1.1538461538461535,1080.0,936.0,2016.0,1632.0,57048.0
2014-03-17,5.115,72.15,5.94,77.37,3.552,3.595,63.25,14466.0,1224.0,7.023333333333333,40.16666666666666,1.0,1032.0,1032.0,2064.0,1848.0,50688.0
2014-03-18,4.675000000000001,73.01,5.7,77.92,3.54,3.585,63.59,14782.0,1219.2,6.928333333333334,40.66666666666666,1.0238095238095235,1032.0,1008.0,2040.0,1584.0,34200.0
2014-03-19,5.275,70.535,5.965,77.785,3.316,3.58,63.47,15098.0,1214.4,6.908333333333332,40.833333333333336,1.0476190476190477,1056.0,1008.0,2064.0,1464.0,31584.0
2014-03-20,5.125,68.06,5.645,77.65,3.38,3.59,63.3,15414.0,1209.6,6.838333333333334,40.66666666666666,1.0714285714285714,1080.0,1008.0,2088.0,1416.0,33792.0
2014-03-21,5.27,70.23666666666666,5.275,77.80666666666667,3.4200000000000004,3.63,63.9,15730.0,1204.8,6.760000000000001,41.16666666666666,1.1891891891891893,1056.0,888.0,1944.0,1464.0,29544.0
2014-03-22,4.82,72.41333333333334,5.125,77.96333333333334,3.434,3.365,62.91,16046.0,1200.0,6.883333333333333,41.16666666666666,1.1944444444444444,1032.0,864.0,1896.0,1584.0,46920.0
2014-03-23,4.445,74.59,4.78,78.12,3.4400000000000004,3.355,63.52,16489.0,1368.0,7.030000000000001,41.0,1.2222222222222223,1056.0,864.0,1920.0,1776.0,37656.0
2014-03-24,4.4325,76.16499999999999,4.93,79.015,3.362,3.3325,63.870000000000005,16655.1,1401.6,7.106666666666667,41.08333333333333,1.2673611111111112,1032.0,816.0,1848.0,1704.0,34212.0
2014-03-25,4.42,77.74,5.08,79.91,3.2840000000000003,3.31,64.22,16821.2,1435.2,7.183333333333333,41.16666666666666,1.3125,1008.0,768.0,1776.0,1632.0,30768.0
2014-03-26,4.195,78.85499999999999,5.285,79.73,3.322,3.39,64.23,16710.4,1334.4,7.166666666666668,41.0,1.2222222222222223,1056.0,864.0,1920.0,1776.0,31416.0
2014-03-27,4.550000000000001,79.97,5.325,79.55,3.322,3.265,64.89,16599.6,1233.6,6.973333333333334,41.16666666666666,1.1714285714285717,984.0,840.0,1824.0,1752.0,31080.0
2014-03-28,5.385,69.53666666666666,5.654999999999999,79.78333333333333,3.406,3.27,65.09,16488.8,1132.8,6.685,40.833333333333336,1.3225806451612905,984.0,744.0,1728.0,1608.0,29808.0
2014-03-29,4.325,59.10333333333333,5.654999999999999,80.01666666666667,3.406,3.185,65.08,16378.0,1032.0,6.898333333333333,40.833333333333336,1.3225806451612905,984.0,744.0,1728.0,1728.0,32208.0
2014-03-30,4.875,60.00222222222222,5.716666666666666,79.66444444444444,3.404,3.1933333333333334,64.87666666666667,16424.0,1048.0,7.032888888888889,40.54888888888889,1.2676853423882288,1008.0,800.0,1808.0,1856.0,30664.0
2014-03-31,5.425,60.901111111111106,5.778333333333333,79.31222222222222,3.402,3.2016666666666667,64.67333333333333,16470.0,1064.0,7.167444444444445,40.26444444444444,1.212790039615167,1032.0,856.0,1888.0,1984.0,29120.0
2014-04-01,5.975,61.8,5.84,78.96,3.4,3.21,64.47,16516.0,1080.0,7.302000000000001,39.98,1.1578947368421053,1056.0,912.0,1968.0,2112.0,27576.0
2014-04-02,5.135,69.845,5.91,79.16,3.4160000000000004,3.24,64.42,16300.0,1056.0,7.298,39.98,1.1944444444444444,1032.0,864.0,1896.0,2112.0,28128.0
2014-04-03,5.76,77.89,6.02,79.36,3.4440000000000004,3.28,64.23,16084.0,1032.0,7.295999999999999,39.98,1.6666666666666667,960.0,576.0,1536.0,1416.0,42024.0
2014-04-04,4.925000000000001,78.01666666666667,6.34,79.67333333333333,3.4840000000000004,3.15,64.78,15868.0,1008.0,7.287999999999999,40.0,1.68,1008.0,600.0,1608.0,1512.0,33432.0
2014-04-05,5.0,78.14333333333333,5.795,79.98666666666666,3.504,3.125,64.99,15652.0,984.0,7.278,40.0,1.4285714285714286,960.0,672.0,1632.0,1632.0,34368.0
2014-04-06,4.195,78.27,5.88,80.3,3.3839999999999995,3.21,64.29,15230.0,972.0,7.331999999999999,40.1,1.3333333333333333,960.0,720.0,1680.0,1632.0,27816.0
2014-04-07,4.85,77.355,6.2,80.11500000000001,3.276,3.205,64.27,14808.0,960.0,7.322,40.1,1.2857142857142858,864.0,672.0,1536.0,1440.0,28512.0
2014-04-08,4.484999999999999,76.44,6.145,79.93,3.252,3.215,64.25,15092.4,1084.8,7.282000000000001,39.940000000000005,1.4285714285714286,960.0,672.0,1632.0,1536.0,26592.0
2014-04-09,4.805,77.00999999999999,6.03,79.625,3.214,3.33,63.55,15376.8,1209.6,7.282000000000001,39.940000000000005,1.6153846153846154,1008.0,624.0,1632.0,1560.0,26712.0
2014-04-10,4.725,77.58,5.54,79.32,3.26,3.17,64.33,15661.2,1334.4,7.272,39.940000000000005,1.4666666666666666,1056.0,720.0,1776.0,1584.0,27576.0
2014-04-11,4.875,77.40333333333334,5.375,79.30333333333333,3.304,3.1950000000000003,64.25,15945.6,1459.2,7.245999999999999,40.22,1.4666666666666666,1056.0,720.0,1776.0,1488.0,31080.0
2014-04-12,4.73,77.22666666666666,5.495,79.28666666666666,3.342,3.225,64.76,16230.0,1584.0,7.237999999999999,40.0,1.5357142857142858,1032.0,672.0,1704.0,1512.0,30336.0
2014-04-13,4.234999999999999,77.05,6.315,79.27,3.3240000000000003,3.155,63.9,15771.0,1572.0,7.236,39.9,1.5555555555555556,1008.0,648.0,1656.0,1560.0,29856.0
2014-04-14,4.66,73.94999999999999,5.97,79.43,3.3160000000000003,3.285,64.99,15312.0,1560.0,7.339999999999999,39.92,1.3548387096774193,1008.0,744.0,1752.0,1632.0,31008.0
2014-04-15,4.47,70.85,5.85,79.59,3.282,3.185,64.59,15360.8,1473.6,7.448,40.0,1.4666666666666666,1056.0,720.0,1776.0,1368.0,33240.0
2014-04-16,4.495,72.31,5.43,79.67500000000001,3.252,3.265,64.98,15409.6,1387.2,7.454000000000001,39.96,1.3548387096774193,1008.0,744.0,1752.0,1536.0,33072.0
2014-04-17,4.43,73.77,6.029999999999999,79.76,3.286,3.22,64.74,15458.4,1300.8,7.433999999999999,39.9,1.3333333333333333,1056.0,792.0,1848.0,2016.0,33360.0
2014-04-18,4.705,68.85666666666667,4.965,79.74666666666667,3.326,3.25,64.89,15507.2,1214.4,7.442,39.9,1.2222222222222223,1056.0,864.0,1920.0,2064.0,30888.0
2014-04-19,6.5,63.94333333333333,5.755,79.73333333333333,3.358,3.265,64.8,15556.0,1128.0,7.438000000000001,40.04,1.5172413793103448,1056.0,696.0,1752.0,1968.0,31320.0
2014-04-20,6.6,59.03,5.245,79.72,3.404,3.295,64.46,15351.0,1248.0,7.44,40.260000000000005,1.4193548387096775,1056.0,744.0,1800.0,1920.0,30624.0
2014-04-21,4.25,64.695,5.465,79.57,3.446,3.28,64.48,15146.0,1368.0,7.438,40.0,1.3333333333333333,1056.0,792.0,1848.0,2328.0,28560.0
2014-04-22,3.65,70.36,5.365,79.42,3.3540000000000005,3.255,63.46,15063.2,1300.8,7.438000000000001,40.260000000000005,1.5714285714285714,1056.0,672.0,1728.0,2256.0,29976.0
2014-04-23,4.133333333333333,68.17333333333333,5.545,78.52533333333334,3.370666666666667,3.265,63.25333333333334,14980.4,1233.6,7.413333333333334,40.220000000000006,1.4423558897243107,1064.0,752.0,1816.0,2248.0,30224.0
2014-04-24,4.616666666666666,65.98666666666666,5.725,77.63066666666667,3.387333333333334,3.275,63.04666666666667,14897.6,1166.4,7.3886666666666665,40.18,1.31328320802005,1072.0,832.0,1904.0,2240.0,30472.0
2014-04-25,5.1,63.8,5.904999999999999,76.736,3.404000000000001,3.285,62.84,14814.8,1099.2,7.364,40.14,1.1842105263157894,1080.0,912.0,1992.0,2232.0,30720.0
2014-04-26,5.9,62.317499999999995,5.445,76.612,3.476,3.355,63.24,14732.0,1032.0,7.358,40.14,1.40625,1080.0,768.0,1848.0,1968.0,26184.0
2014-04-27,4.62,60.834999999999994,5.09,76.488,3.4799999999999995,3.355,63.79,15567.0,1068.0,7.354000000000001,40.22,1.2222222222222223,1056.0,864.0,1920.0,2088.0,28992.0
2014-04-28,5.25,59.3525,5.365,76.36399999999999,3.59,3.3,63.16,16402.0,1104.0,7.353999999999999,40.16,1.1282051282051282,1056.0,936.0,1992.0,2256.0,29256.0
2014-04-29,4.9875,62.29875,5.385,76.15199999999999,3.517,3.375,62.875,16180.4,1113.6,7.347999999999999,40.14,1.0423634336677816,1056.0,1020.0,2076.0,2364.0,28356.0
2014-04-30,4.725,65.245,5.405,75.94,3.444,3.45,62.59,15958.8,1123.2,7.342,40.120000000000005,0.9565217391304348,1056.0,1104.0,2160.0,2472.0,27456.0
2014-05-01,3.72,72.62,6.234999999999999,75.64,3.464,3.315,62.66,15737.2,1132.8,7.304,37.43333333333333,1.1578947368421053,1056.0,912.0,1968.0,2112.0,27576.0
2014-05-02,5.765000000000001,69.03666666666666,5.755,75.72666666666667,3.492,3.325,63.37,15515.6,1142.4,7.366,37.24999999999999,1.1944444444444444,1032.0,864.0,1896.0,2112.0,28128.0
2014-05-03,5.635,65.45333333333333,6.445,75.81333333333333,3.4620000000000006,3.29,62.89,15294.0,1152.0,7.286,37.68333333333333,1.375,1056.0,768.0,1824.0,2040.0,29328.0
2014-05-04,5.25,61.87,5.640000000000001,75.9,3.46,3.47,62.61,15568.0,1128.0,7.346000000000001,37.51666666666666,1.4193548387096775,1056.0,744.0,1800.0,2016.0,28272.0
2014-05-05,5.08,66.775,5.65,76.315,3.692,3.39,64.02,15842.0,1104.0,7.434,36.83333333333333,1.375,1056.0,768.0,1824.0,1896.0,29376.0
2014-05-06,4.1850000000000005,71.68,5.475,76.73,3.68,3.4850000000000003,62.46,15752.8,1132.8,7.4300000000000015,37.28333333333333,1.3235294117647058,1080.0,816.0,1896.0,1992.0,27672.0
2014-05-07,4.285,70.31,5.67,76.86500000000001,3.532,3.475,62.06,15663.6,1161.6,7.254,36.73333333333333,1.2222222222222223,1056.0,864.0,1920.0,2016.0,28056.0
2014-05-08,4.765000000000001,68.94,5.84,77.0,3.5200000000000005,3.415,62.02,15574.4,1190.4,7.31,37.70000000000001,1.0238095238095235,1032.0,1008.0,2040.0,2160.0,27576.0
2014-05-09,4.74,69.31,5.925,76.856,3.5280000000000005,3.411,62.004000000000005,15634.88,1187.52,7.3172,37.71000000000001,1.062290862290862,1041.6,984.0,2025.6,2140.8,27624.0
2014-05-10,4.715000000000001,69.68,6.01,76.712,3.5360000000000005,3.407,61.988,15695.359999999999,1184.64,7.3244,37.720000000000006,1.1007722007722005,1051.2,960.0,2011.2,2121.6,27672.0
2014-05-11,4.69,70.05,6.095000000000001,76.568,3.544,3.403,61.972,15755.84,1181.76,7.331599999999999,37.73,1.1392535392535392,1060.8,936.0,1996.8,2102.4,27720.0
2014-05-12,4.665000000000001,70.42,6.180000000000001,76.424,3.552,3.399,61.955999999999996,15816.32,1178.88,7.338799999999999,37.739999999999995,1.1777348777348777,1070.4,912.0,1982.4,2083.2,27768.0
2014-05-13,4.640000000000001,70.79,6.265000000000001,76.28,3.56,3.395,61.94,15876.8,1176.0,7.345999999999999,37.74999999999999,1.2162162162162162,1080.0,888.0,1968.0,2064.0,27816.0
2014-05-14,4.175,67.215,6.13,76.285,3.656,3.34,62.43,15917.6,1128.0,7.434,37.71666666666667,1.1842105263157894,1080.0,912.0,1992.0,2088.0,28128.0
2014-05-15,5.605,63.64,4.745,76.29,3.592,3.37,61.78,15958.4,1080.0,7.390000000000001,37.5,1.1842105263157894,1080.0,912.0,1992.0,2040.0,30792.0
2014-05-16,6.46,67.08333333333333,5.625,75.66,3.5740000000000003,3.395,61.97,15999.2,1032.0,7.334,38.03333333333333,1.0,1056.0,1056.0,2112.0,2208.0,29616.0
